THI_RS16280	DUF2470 domain-containing protein	TINT_RS14920	DUF2470 domain-containing protein	BVH73_RS07295	DUF2470 domain-containing protein	GO970_RS07875	DUF2470 domain-containing protein	GO948_RS10725	DUF2470 domain-containing protein	TOC7_RS07895	DUF2470 domain-containing protein	GO985_RS04190	DUF2470 domain-containing protein	THIX_RS01005	DUF2470 domain-containing protein
THI_RS02990	argininosuccinate lyase	TINT_RS02670	argininosuccinate lyase	BVH73_RS05500	argininosuccinate lyase	GO970_RS12950	argininosuccinate lyase	GO948_RS05695	argininosuccinate lyase	TOC7_RS13010	argininosuccinate lyase	GO985_RS17735	argininosuccinate lyase	THIX_RS05095	argininosuccinate lyase
THI_RS09830	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein	TINT_RS08650	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein	BVH73_RS13665	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein	GO970_RS18195	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein	GO948_RS00475	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein	TOC7_RS18310	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein	GO985_RS12500	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein	THIX_RS09670	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein
THI_RS11870	GntR family transcriptional regulator	TINT_RS11205	GntR family transcriptional regulator	BVH73_RS12210	FCD domain-containing protein	GO970_RS15400	FCD domain-containing protein	GO948_RS03275	FCD domain-containing protein	TOC7_RS15500	FCD domain-containing protein	GO985_RS15295	FCD domain-containing protein	THIX_RS05140	GntR family transcriptional regulator
THI_RS12110	preprotein translocase subunit SecG	TINT_RS11355	preprotein translocase subunit SecG	BVH73_RS11965	preprotein translocase subunit SecG	GO970_RS15250	preprotein translocase subunit SecG	GO948_RS03425	preprotein translocase subunit SecG	TOC7_RS15350	preprotein translocase subunit SecG	GO985_RS15445	preprotein translocase subunit SecG	THIX_RS09920	preprotein translocase subunit SecG
THI_RS12880	ABC transporter ATP-binding protein	TINT_RS12060	ABC transporter ATP-binding protein	BVH73_RS11280	ABC transporter ATP-binding protein	GO970_RS14540	ATP-binding cassette domain-containing protein	GO948_RS04135	ATP-binding cassette domain-containing protein	TOC7_RS14640	ATP-binding cassette domain-containing protein	GO985_RS16155	ATP-binding cassette domain-containing protein	THIX_RS06990	ABC transporter ATP-binding protein
THI_RS15310	type II secretion system protein GspN	TINT_RS13870	type II secretion system protein GspN	BVH73_RS06380	type II secretion system protein GspN	GO970_RS06970	hypothetical protein	GO948_RS11630	hypothetical protein	TOC7_RS06970	hypothetical protein	GO985_RS05100	hypothetical protein	THIX_RS21350	type II secretion system protein GspN
THI_RS00075	cation transporter	TINT_RS00085	cation diffusion facilitator family transporter	BVH73_RS08585	cation transporter	GO970_RS09540	cation diffusion facilitator family transporter	GO948_RS09100	cation diffusion facilitator family transporter	TOC7_RS09550	cation diffusion facilitator family transporter	GO985_RS02525	cation diffusion facilitator family transporter	THIX_RS03505	cation transporter
THI_RS00690	hypothetical protein	TINT_RS00665	hypothetical protein	BVH73_RS09240	hypothetical protein	GO970_RS10010	hypothetical protein	GO948_RS08630	hypothetical protein	TOC7_RS10020	hypothetical protein	GO985_RS02055	hypothetical protein	THIX_RS11545	hypothetical protein
THI_RS03295	hypothetical protein	TINT_RS02810	hypothetical protein	BVH73_RS05250	hypothetical protein	GO970_RS13135	hypothetical protein	GO948_RS05510	hypothetical protein	TOC7_RS08395	hypothetical protein	GO985_RS17550	hypothetical protein	THIX_RS04325	hypothetical protein
THI_RS00580	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	TINT_RS00555	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	BVH73_RS09110	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	GO970_RS10000	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	GO948_RS08640	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	TOC7_RS10010	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	GO985_RS02065	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	THIX_RS02765	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase
THI_RS14560	arsenate reductase (azurin) large subunit	TINT_RS15335	arsenate reductase (azurin) large subunit	BVH73_RS01240	arsenate reductase (azurin) large subunit	GO970_RS19065	arsenate reductase (azurin) large subunit	GO948_RS01575	arsenate reductase (azurin) large subunit	TOC7_RS17210	arsenate reductase (azurin) large subunit	GO985_RS13600	arsenate reductase (azurin) large subunit	THIX_RS10325	arsenate reductase (azurin) large subunit
THI_RS03795	YihA family ribosome biogenesis GTP-binding protein	TINT_RS03265	YihA family ribosome biogenesis GTP-binding protein	BVH73_RS04735	YihA family ribosome biogenesis GTP-binding protein	GO970_RS13730	YihA family ribosome biogenesis GTP-binding protein	GO948_RS04915	YihA family ribosome biogenesis GTP-binding protein	TOC7_RS13790	YihA family ribosome biogenesis GTP-binding protein	GO985_RS16955	YihA family ribosome biogenesis GTP-binding protein	THIX_RS02335	YihA family ribosome biogenesis GTP-binding protein
THI_RS04130	GNAT family N-acetyltransferase	TINT_RS03620	GNAT family N-acetyltransferase	BVH73_RS04425	GNAT family N-acetyltransferase	GO970_RS14080	GNAT family N-acetyltransferase	GO948_RS04565	GNAT family N-acetyltransferase	TOC7_RS14140	GNAT family N-acetyltransferase	GO985_RS16605	GNAT family N-acetyltransferase	THIX_RS08165	GNAT family N-acetyltransferase
THI_RS05105	Nif3-like dinuclear metal center hexameric protein	TINT_RS04375	Nif3-like dinuclear metal center hexameric protein	BVH73_RS03670	Nif3-like dinuclear metal center hexameric protein	GO970_RS04540	Nif3-like dinuclear metal center hexameric protein	GO948_RS14065	Nif3-like dinuclear metal center hexameric protein	TOC7_RS04515	Nif3-like dinuclear metal center hexameric protein	GO985_RS07520	Nif3-like dinuclear metal center hexameric protein	THIX_RS19945	Nif3-like dinuclear metal center hexameric protein
THI_RS07340	microcin C ABC transporter permease YejB	TINT_RS06435	microcin C ABC transporter permease YejB	BVH73_RS14400	microcin C ABC transporter permease YejB	GO970_RS01635	microcin C ABC transporter permease YejB	GO948_RS16955	microcin C ABC transporter permease YejB	TOC7_RS01625	microcin C ABC transporter permease YejB	GO985_RS10415	microcin C ABC transporter permease YejB	THIX_RS11740	microcin C ABC transporter permease YejB
THI_RS12405	aspartate-semialdehyde dehydrogenase	TINT_RS11650	aspartate-semialdehyde dehydrogenase	BVH73_RS11670	aspartate-semialdehyde dehydrogenase	GO970_RS14950	aspartate-semialdehyde dehydrogenase	GO948_RS03725	aspartate-semialdehyde dehydrogenase	TOC7_RS15050	aspartate-semialdehyde dehydrogenase	GO985_RS15745	aspartate-semialdehyde dehydrogenase	THIX_RS06250	aspartate-semialdehyde dehydrogenase
THI_RS00475	peptide deformylase	TINT_RS00445	peptide deformylase	BVH73_RS08985	peptide deformylase	GO970_RS09890	peptide deformylase	GO948_RS08750	peptide deformylase	TOC7_RS09900	peptide deformylase	GO985_RS02175	peptide deformylase	THIX_RS01465	peptide deformylase
THI_RS01260	efflux transporter outer membrane subunit	TINT_RS01170	efflux transporter outer membrane subunit	BVH73_RS09700	efflux transporter outer membrane subunit	GO970_RS10615	efflux transporter outer membrane subunit	GO948_RS08020	efflux transporter outer membrane subunit	TOC7_RS10645	efflux transporter outer membrane subunit	GO985_RS01445	efflux transporter outer membrane subunit	THIX_RS02430	efflux transporter outer membrane subunit
THI_RS02515	SIMPL domain-containing protein	TINT_RS02320	DUF541 domain-containing protein	BVH73_RS02935	DUF541 domain-containing protein	GO970_RS12645	DUF541 domain-containing protein	GO948_RS06000	DUF541 domain-containing protein	TOC7_RS12705	DUF541 domain-containing protein	GO985_RS18040	DUF541 domain-containing protein	THIX_RS05740	SIMPL domain-containing protein
THI_RS07460	outer membrane protein assembly factor BamD	TINT_RS06555	outer membrane protein assembly factor BamD	BVH73_RS14515	outer membrane protein assembly factor BamD	GO970_RS01500	outer membrane protein assembly factor BamD	GO948_RS17090	outer membrane protein assembly factor BamD	TOC7_RS01490	outer membrane protein assembly factor BamD	GO985_RS10550	outer membrane protein assembly factor BamD	THIX_RS06465	outer membrane protein assembly factor BamD
THI_RS07800	integration host factor subunit alpha	TINT_RS06900	integration host factor subunit alpha	BVH73_RS00200	integration host factor subunit alpha	GO970_RS01165	integration host factor subunit alpha	GO948_RS17425	integration host factor subunit alpha	TOC7_RS01155	integration host factor subunit alpha	GO985_RS10885	integration host factor subunit alpha	THIX_RS10570	integration host factor subunit alpha
THI_RS10140	nucleotide exchange factor GrpE	TINT_RS08960	nucleotide exchange factor GrpE	BVH73_RS13350	nucleotide exchange factor GrpE	GO970_RS17875	nucleotide exchange factor GrpE	GO948_RS00795	nucleotide exchange factor GrpE	TOC7_RS17990	nucleotide exchange factor GrpE	GO985_RS12820	nucleotide exchange factor GrpE	THIX_RS16885	nucleotide exchange factor GrpE
THI_RS14915	hypothetical protein	TINT_RS13500	membrane protein	BVH73_RS10070	hypothetical protein	GO970_RS06600	hypothetical protein	GO948_RS12000	hypothetical protein	TOC7_RS06600	hypothetical protein	GO985_RS05470	hypothetical protein	THIX_RS09795	hypothetical protein
THI_RS02640	sodium:proton antiporter	TINT_RS02435	sodium:proton antiporter	BVH73_RS02790	sodium:proton antiporter	GO970_RS12765	sodium:proton antiporter	GO948_RS05880	sodium:proton antiporter	TOC7_RS12825	sodium:proton antiporter	GO985_RS17920	sodium:proton antiporter	THIX_RS19390	sodium:proton antiporter
THI_RS05115	iron-sulfur cluster carrier protein ApbC	TINT_RS04385	iron-sulfur cluster carrier protein ApbC	BVH73_RS12345	iron-sulfur cluster carrier protein ApbC	GO970_RS04530	iron-sulfur cluster carrier protein ApbC	GO948_RS14075	iron-sulfur cluster carrier protein ApbC	TOC7_RS04505	iron-sulfur cluster carrier protein ApbC	GO985_RS07530	iron-sulfur cluster carrier protein ApbC	THIX_RS05445	iron-sulfur cluster carrier protein ApbC
THI_RS06995	hypothetical protein	TINT_RS06045	hypothetical protein	BVH73_RS00440	hypothetical protein	GO970_RS02030	hypothetical protein	GO948_RS16560	hypothetical protein	TOC7_RS02020	hypothetical protein	GO985_RS10020	hypothetical protein	THIX_RS00635	hypothetical protein
THI_RS18915	succinate dehydrogenase, hydrophobic membrane anchor protein	TINT_RS17055	succinate dehydrogenase, hydrophobic membrane anchor protein	BVH73_RS11615	succinate dehydrogenase, hydrophobic membrane anchor protein	GO970_RS14895	succinate dehydrogenase, hydrophobic membrane anchor protein	GO948_RS03780	succinate dehydrogenase, hydrophobic membrane anchor protein	TOC7_RS14995	succinate dehydrogenase, hydrophobic membrane anchor protein	GO985_RS15800	succinate dehydrogenase, hydrophobic membrane anchor protein	THIX_RS06210	succinate dehydrogenase, hydrophobic membrane anchor protein
THI_RS13595	1-acyl-sn-glycerol-3-phosphate acyltransferase	TINT_RS12765	1-acyl-sn-glycerol-3-phosphate acyltransferase	BVH73_RS10705	1-acyl-sn-glycerol-3-phosphate acyltransferase	GO970_RS05885	1-acyl-sn-glycerol-3-phosphate acyltransferase	GO948_RS12715	1-acyl-sn-glycerol-3-phosphate acyltransferase	TOC7_RS05885	1-acyl-sn-glycerol-3-phosphate acyltransferase	GO985_RS06185	1-acyl-sn-glycerol-3-phosphate acyltransferase	THIX_RS07220	1-acyl-sn-glycerol-3-phosphate acyltransferase
THI_RS15550	RNA polymerase sigma factor	TINT_RS14110	RNA polymerase sigma factor	BVH73_RS06660	RNA polymerase sigma factor	GO970_RS07220	sigma-70 family RNA polymerase sigma factor	GO948_RS11380	sigma-70 family RNA polymerase sigma factor	TOC7_RS07235	sigma-70 family RNA polymerase sigma factor	GO985_RS04845	sigma-70 family RNA polymerase sigma factor	THIX_RS13965	sigma-70 family RNA polymerase sigma factor
THI_RS04685	thioredoxin	TINT_RS03970	thioredoxin	BVH73_RS04030	thioredoxin	GO970_RS04955	thioredoxin	GO948_RS13650	thioredoxin	TOC7_RS04930	thioredoxin	GO985_RS07105	thioredoxin	THIX_RS20310	thioredoxin
THI_RS07400	TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase	TINT_RS06495	TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase	BVH73_RS14460	TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase	GO970_RS01575	TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase	GO948_RS17015	TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase	TOC7_RS01565	TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase	GO985_RS10475	TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase	THIX_RS01650	TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase
THI_RS15010	crossover junction endodeoxyribonuclease RuvC	TINT_RS13570	crossover junction endodeoxyribonuclease RuvC	BVH73_RS09970	crossover junction endodeoxyribonuclease RuvC	GO970_RS06670	crossover junction endodeoxyribonuclease RuvC	GO948_RS11930	crossover junction endodeoxyribonuclease RuvC	TOC7_RS06670	crossover junction endodeoxyribonuclease RuvC	GO985_RS05400	crossover junction endodeoxyribonuclease RuvC	THIX_RS04145	crossover junction endodeoxyribonuclease RuvC
THI_RS05390	30S ribosomal protein S20	TINT_RS04650	30S ribosomal protein S20	BVH73_RS12620	30S ribosomal protein S20	GO970_RS04245	30S ribosomal protein S20	GO948_RS14360	30S ribosomal protein S20	TOC7_RS04220	30S ribosomal protein S20	GO985_RS07815	30S ribosomal protein S20	THIX_RS06900	30S ribosomal protein S20
THI_RS11160	DUF3311 domain-containing protein	TINT_RS10510	DUF3311 domain-containing protein	BVH73_RS02260	DUF3311 domain-containing protein	GO970_RS16060	DUF3311 domain-containing protein	GO948_RS02615	DUF3311 domain-containing protein	TOC7_RS16160	DUF3311 domain-containing protein	GO985_RS14635	DUF3311 domain-containing protein	THIX_RS06545	DUF3311 domain-containing protein
THI_RS15235	F0F1 ATP synthase subunit alpha	TINT_RS13795	F0F1 ATP synthase subunit alpha	BVH73_RS06305	F0F1 ATP synthase subunit alpha	GO970_RS06895	F0F1 ATP synthase subunit alpha	GO948_RS11705	F0F1 ATP synthase subunit alpha	TOC7_RS06895	F0F1 ATP synthase subunit alpha	GO985_RS05175	F0F1 ATP synthase subunit alpha	THIX_RS04120	F0F1 ATP synthase subunit alpha
THI_RS01245	acyloxyacyl hydrolase	TINT_RS01155	acyloxyacyl hydrolase	BVH73_RS09685	acyloxyacyl hydrolase	GO970_RS10600	acyloxyacyl hydrolase	GO948_RS08035	acyloxyacyl hydrolase	TOC7_RS10630	acyloxyacyl hydrolase	GO985_RS01460	acyloxyacyl hydrolase	THIX_RS02445	acyloxyacyl hydrolase
THI_RS06945	flagellar basal body rod protein FlgB	TINT_RS05990	flagellar basal body rod protein FlgB	BVH73_RS00505	flagellar basal body rod protein FlgB	GO970_RS02080	flagellar basal body rod protein FlgB	GO948_RS16510	flagellar basal body rod protein FlgB	TOC7_RS02070	flagellar basal body rod protein FlgB	GO985_RS09970	flagellar basal body rod protein FlgB	THIX_RS00685	flagellar basal body rod protein FlgB
THI_RS06965	hypothetical protein	TINT_RS06015	hypothetical protein	BVH73_RS00475	chemotaxis protein CheW	GO970_RS02060	chemotaxis protein CheW	GO948_RS16530	chemotaxis protein CheW	TOC7_RS02050	chemotaxis protein CheW	GO985_RS09990	chemotaxis protein CheW	THIX_RS00665	chemotaxis protein CheW
THI_RS13460	5-formyltetrahydrofolate cyclo-ligase	TINT_RS12630	5-formyltetrahydrofolate cyclo-ligase	BVH73_RS10840	5-formyltetrahydrofolate cyclo-ligase	GO970_RS05750	5-formyltetrahydrofolate cyclo-ligase	GO948_RS12850	5-formyltetrahydrofolate cyclo-ligase	TOC7_RS05750	5-formyltetrahydrofolate cyclo-ligase	GO985_RS06320	5-formyltetrahydrofolate cyclo-ligase	THIX_RS19725	5-formyltetrahydrofolate cyclo-ligase
THI_RS04650	DNA starvation/stationary phase protection protein	TINT_RS03950	DNA starvation/stationary phase protection protein	BVH73_RS04060	DNA starvation/stationary phase protection protein	GO970_RS04975	DNA starvation/stationary phase protection protein	GO948_RS13630	DNA starvation/stationary phase protection protein	TOC7_RS04950	DNA starvation/stationary phase protection protein	GO985_RS07085	DNA starvation/stationary phase protection protein	THIX_RS04305	DNA starvation/stationary phase protection protein
THI_RS11190	threonine synthase	TINT_RS10540	threonine synthase	BVH73_RS02290	threonine synthase	GO970_RS16030	threonine synthase	GO948_RS02645	threonine synthase	TOC7_RS16130	threonine synthase	GO985_RS14665	threonine synthase	THIX_RS17325	threonine synthase
THI_RS17460	oxygen-independent coproporphyrinogen III oxidase	TINT_RS15840	oxygen-independent coproporphyrinogen III oxidase	BVH73_RS08110	oxygen-independent coproporphyrinogen III oxidase	GO970_RS09155	oxygen-independent coproporphyrinogen III oxidase	GO948_RS09460	oxygen-independent coproporphyrinogen III oxidase	TOC7_RS09170	oxygen-independent coproporphyrinogen III oxidase	GO985_RS02905	oxygen-independent coproporphyrinogen III oxidase	THIX_RS02170	oxygen-independent coproporphyrinogen III oxidase
THI_RS10020	adenylosuccinate synthase	TINT_RS08840	adenylosuccinate synthase	BVH73_RS13470	adenylosuccinate synthase	GO970_RS18000	adenylosuccinate synthase	GO948_RS00670	adenylosuccinate synthase	TOC7_RS18115	adenylosuccinate synthase	GO985_RS12695	adenylosuccinate synthase	THIX_RS15640	adenylosuccinate synthase
THI_RS10590	prephenate dehydratase	TINT_RS09385	prephenate dehydratase	BVH73_RS01475	prephenate dehydratase	GO970_RS03130	prephenate dehydratase	GO948_RS15455	prephenate dehydratase	TOC7_RS03125	prephenate dehydratase	GO985_RS08915	prephenate dehydratase	THIX_RS13265	prephenate dehydratase
THI_RS12930	50S ribosomal protein L33	TINT_RS12110	50S ribosomal protein L33	BVH73_RS11230	50S ribosomal protein L33	GO970_RS14490	50S ribosomal protein L33	GO948_RS04185	50S ribosomal protein L33	TOC7_RS14590	50S ribosomal protein L33	GO985_RS16205	50S ribosomal protein L33	THIX_RS18585	50S ribosomal protein L33
THI_RS14880	metalloprotease TldD	TINT_RS13465	metalloprotease TldD	BVH73_RS10105	metalloprotease TldD	GO970_RS06565	metalloprotease TldD	GO948_RS12035	metalloprotease TldD	TOC7_RS06565	metalloprotease TldD	GO985_RS05505	metalloprotease TldD	THIX_RS20345	metalloprotease TldD
THI_RS02985	dCTP deaminase	TINT_RS02665	dCTP deaminase	BVH73_RS05505	dCTP deaminase	GO970_RS12945	dCTP deaminase	GO948_RS05700	dCTP deaminase	TOC7_RS13005	dCTP deaminase	GO985_RS17740	dCTP deaminase	THIX_RS05090	dCTP deaminase
THI_RS06690	alpha/beta fold hydrolase	TINT_RS05745	alpha/beta fold hydrolase	BVH73_RS00770	alpha/beta fold hydrolase	GO970_RS02325	alpha/beta fold hydrolase	GO948_RS16265	alpha/beta fold hydrolase	TOC7_RS02315	alpha/beta fold hydrolase	GO985_RS09725	alpha/beta fold hydrolase	THIX_RS11425	alpha/beta fold hydrolase
THI_RS07090	methyl-accepting chemotaxis protein	TINT_RS06180	methyl-accepting chemotaxis sensory transducer	BVH73_RS00305	methyl-accepting chemotaxis protein	GO970_RS01890	chemotaxis protein	GO948_RS16700	chemotaxis protein	TOC7_RS01880	chemotaxis protein	GO985_RS10160	chemotaxis protein	THIX_RS00835	chemotaxis protein
THI_RS09760	methyltransferase domain-containing protein	TINT_RS08580	methyltransferase domain-containing protein	BVH73_RS13750	methyltransferase domain-containing protein	GO970_RS18265	methyltransferase domain-containing protein	GO948_RS00405	methyltransferase domain-containing protein	TOC7_RS18380	methyltransferase domain-containing protein	GO985_RS12430	methyltransferase domain-containing protein	THIX_RS00500	methyltransferase domain-containing protein
THI_RS11050	sulfite exporter TauE/SafE family protein	TINT_RS10400	sulfite exporter TauE/SafE family protein	BVH73_RS02150	sulfite exporter TauE/SafE family protein	GO970_RS16180	TSUP family transporter	GO948_RS02495	TSUP family transporter	TOC7_RS16280	TSUP family transporter	GO985_RS14515	TSUP family transporter	THIX_RS16760	sulfite exporter TauE/SafE family protein
THI_RS07210	sulfur carrier protein ThiS	TINT_RS06310	sulfur carrier protein ThiS	BVH73_RS14335	sulfur carrier protein ThiS	GO970_RS01760	sulfur carrier protein ThiS	GO948_RS16830	sulfur carrier protein ThiS	TOC7_RS01750	sulfur carrier protein ThiS	GO985_RS10290	sulfur carrier protein ThiS	THIX_RS07400	sulfur carrier protein ThiS
THI_RS07970	chromate transporter	TINT_RS06925	chromate transporter	BVH73_RS14840	chromate transporter	GO970_RS01140	chromate transporter	GO948_RS17450	chromate transporter	TOC7_RS01130	chromate transporter	GO985_RS10910	chromate transporter	THIX_RS15045	chromate transporter
THI_RS12175	3-deoxy-8-phosphooctulonate synthase	TINT_RS11420	3-deoxy-8-phosphooctulonate synthase	BVH73_RS11905	3-deoxy-8-phosphooctulonate synthase	GO970_RS15185	3-deoxy-8-phosphooctulonate synthase	GO948_RS03490	3-deoxy-8-phosphooctulonate synthase	TOC7_RS15285	3-deoxy-8-phosphooctulonate synthase	GO985_RS15510	3-deoxy-8-phosphooctulonate synthase	THIX_RS19190	3-deoxy-8-phosphooctulonate synthase
THI_RS05720	Lrp/AsnC family transcriptional regulator	TINT_RS04985	Lrp/AsnC family transcriptional regulator	BVH73_RS13095	Lrp/AsnC family transcriptional regulator	GO970_RS03910	Lrp/AsnC family transcriptional regulator	GO948_RS14695	Lrp/AsnC family transcriptional regulator	TOC7_RS03885	Lrp/AsnC family transcriptional regulator	GO985_RS08150	Lrp/AsnC family transcriptional regulator	THIX_RS22010	Lrp/AsnC family transcriptional regulator
THI_RS05845	TM2 domain-containing protein	TINT_RS05120	TM2 domain-containing protein	BVH73_RS13220	hypothetical protein	GO970_RS03785	TM2 domain-containing protein	GO948_RS14820	TM2 domain-containing protein	TOC7_RS03760	TM2 domain-containing protein	GO985_RS08275	TM2 domain-containing protein	THIX_RS06860	NINE protein
THI_RS07555	cold-shock protein	TINT_RS06655	cold-shock protein	BVH73_RS14620	cold-shock protein	GO970_RS01405	cold-shock protein	GO948_RS17185	cold-shock protein	TOC7_RS01395	cold-shock protein	GO985_RS10645	cold-shock protein	THIX_RS18760	cold-shock protein
THI_RS13410	signal transduction histidine kinase	TINT_RS12585	hypothetical protein	BVH73_RS10885	Signal transduction histidine kinase	GO970_RS05705	LapA family protein	GO948_RS12895	LapA family protein	TOC7_RS05705	LapA family protein	GO985_RS06365	LapA family protein	THIX_RS13655	LapA family protein
THI_RS08490	group III truncated hemoglobin	TINT_RS07310	group III truncated hemoglobin	BVH73_RS15270	group III truncated hemoglobin	GO970_RS00635	Globin	GO948_RS17955	Globin	TOC7_RS00625	Globin	GO985_RS11410	Globin	THIX_RS13775	group III truncated hemoglobin
THI_RS13995	UbiX family flavin prenyltransferase	TINT_RS13165	UbiX family flavin prenyltransferase	BVH73_RS10290	UbiX family flavin prenyltransferase	GO970_RS06290	UbiX family flavin prenyltransferase	GO948_RS12310	UbiX family flavin prenyltransferase	TOC7_RS06290	UbiX family flavin prenyltransferase	GO985_RS05780	UbiX family flavin prenyltransferase	THIX_RS03850	UbiX family flavin prenyltransferase
THI_RS14940	branched-chain amino acid permease (azaleucine resistance)	TINT_RS13525	AzlC family ABC transporter permease	BVH73_RS10045	branched-chain amino acid ABC transporter permease	GO970_RS06625	branched-chain amino acid ABC transporter permease	GO948_RS11975	branched-chain amino acid ABC transporter permease	TOC7_RS06625	branched-chain amino acid ABC transporter permease	GO985_RS05445	branched-chain amino acid ABC transporter permease	THIX_RS01945	AzlC family ABC transporter permease
THI_RS10505	soluble quinoprotein glucose dehydrogenase	TINT_RS09300	NHL repeat containing protein	BVH73_RS01395	hypothetical protein	GO970_RS03045	hypothetical protein	GO948_RS15540	hypothetical protein	TOC7_RS03040	hypothetical protein	GO985_RS09000	hypothetical protein	THIX_RS13520	hypothetical protein
THI_RS00700	16S rRNA (uracil(1498)-N(3))-methyltransferase	TINT_RS00675	16S rRNA (uracil(1498)-N(3))-methyltransferase	BVH73_RS09250	16S rRNA (uracil(1498)-N(3))-methyltransferase	GO970_RS10040	16S rRNA (uracil(1498)-N(3))-methyltransferase	GO948_RS08600	16S rRNA (uracil(1498)-N(3))-methyltransferase	TOC7_RS10050	16S rRNA (uracil(1498)-N(3))-methyltransferase	GO985_RS02025	16S rRNA (uracil(1498)-N(3))-methyltransferase	THIX_RS02755	16S rRNA (uracil(1498)-N(3))-methyltransferase
THI_RS07175	alcohol dehydrogenase	TINT_RS06265	alcohol dehydrogenase	BVH73_RS14295	aldo/keto reductase	GO970_RS01805	aldo/keto reductase	GO948_RS16785	aldo/keto reductase	TOC7_RS01795	aldo/keto reductase	GO985_RS10245	aldo/keto reductase	THIX_RS08885	aldo/keto reductase
THI_RS07960	2-isopropylmalate synthase	TINT_RS06915	2-isopropylmalate synthase	BVH73_RS14830	2-isopropylmalate synthase	GO970_RS01150	2-isopropylmalate synthase	GO948_RS17440	2-isopropylmalate synthase	TOC7_RS01140	2-isopropylmalate synthase	GO985_RS10900	2-isopropylmalate synthase	THIX_RS02480	2-isopropylmalate synthase
THI_RS00445	protein translocase subunit SecD	TINT_RS00415	protein translocase subunit SecD	BVH73_RS08955	protein translocase subunit SecD	GO970_RS09860	protein translocase subunit SecD	GO948_RS08780	protein translocase subunit SecD	TOC7_RS09870	protein translocase subunit SecD	GO985_RS02205	protein translocase subunit SecD	THIX_RS01435	protein translocase subunit SecD
THI_RS01585	EAL domain-containing protein	TINT_RS01535	EAL domain-containing protein	BVH73_RS05915	EAL domain-containing protein	GO970_RS11050	EAL domain-containing protein	GO948_RS07585	EAL domain-containing protein	TOC7_RS11080	EAL domain-containing protein	GO985_RS01010	EAL domain-containing protein	THIX_RS04015	EAL domain-containing protein
THI_RS02910	GTPase ObgE	TINT_RS02590	GTPase ObgE	BVH73_RS05585	GTPase ObgE	GO970_RS12870	GTPase ObgE	GO948_RS05775	GTPase ObgE	TOC7_RS12930	GTPase ObgE	GO985_RS17815	GTPase ObgE	THIX_RS05010	GTPase ObgE
THI_RS05200	DUF1841 family protein	TINT_RS04470	DUF1841 family protein	BVH73_RS12425	DUF1841 family protein	GO970_RS04435	DUF1841 family protein	GO948_RS14170	DUF1841 family protein	TOC7_RS04410	DUF1841 family protein	GO985_RS07625	DUF1841 family protein	THIX_RS05345	DUF1841 family protein
THI_RS06125	Fe-S protein assembly chaperone HscA	TINT_RS05305	Fe-S protein assembly chaperone HscA	BVH73_RS13005	Fe-S protein assembly chaperone HscA	GO970_RS03600	Fe-S protein assembly chaperone HscA	GO948_RS15005	Fe-S protein assembly chaperone HscA	TOC7_RS03575	Fe-S protein assembly chaperone HscA	GO985_RS08460	Fe-S protein assembly chaperone HscA	THIX_RS09510	Fe-S protein assembly chaperone HscA
THI_RS07515	hypothetical protein	TINT_RS06610	hypothetical protein	BVH73_RS14565	transcriptional regulator	GO970_RS01445	hypothetical protein	GO948_RS17145	hypothetical protein	TOC7_RS01435	hypothetical protein	GO985_RS10605	hypothetical protein	THIX_RS06520	transcriptional regulator
